States,Plant_name,Owner_name,Coutry_name,LAT,LON,net_caol_generation,net_oil_generation,net_gas_generation,net_nuclear_generation,net_hydro_generation,new_biomass_generation,net_wind_generation,net_solar_generation,net_geothermal_generation,net_fossil_generation,net_unknownfuel_generation,net_nonrenewables_generation,net_renewables_generation,net_nonhydrorenewables_generations,net_combustion_generation,net_noncombusition_generation,coal_generation_percentage,oil_generation_percentage,gas_generation_percentage,nuclear_generation_percentage,hydro_generation_percentage,biomass_generation_percentage,wind_generation_percentage,solar_generation_percentage,geothermal_generation_percentage,fossile_generation_percentage,unknowfuel_genertion_percentage,nonrenewable_generation_percentage,renewable_generation_percentage,nonhydrorenewable_generation_percentage,combustion_generation_percentage,noncombustion_generation_percentage
AR,Remmel,Entergy Arkansas Inc,Hot Spring,34.4272,-92.8941,0,0,0,0,"52,620",0,0,0,0,0,0,0,"52,620",0,0,"52,620",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AR,Riceland Foods Cogeneration Plant,Entergy Arkansas Inc,Arkansas,34.5136,-91.5331,0,0,0,0,0,"22,286",0,0,0,0,0,0,"22,286","22,286","22,286",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
AR,Robert E Ritchie,Entergy Arkansas Inc,Phillips,34.4629,-90.5987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Scenic Hill Solar III,Clarksville Light & Water Co,Johnson,35.46715,-93.51517,0,0,0,0,0,0,0,"10,161",0,0,0,0,"10,161","10,161",0,"10,161",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AR,"Scenic Hill Solar IV, LLC",Clarksville Light & Water Co,Johnson,35.47056,-93.4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Searcy Solar Hybrid,Entergy Arkansas LLC,White,35.233,-91.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,SR Camden,Ouachita Electric Coop Corp,Calhoun,33.631538,-92.703611,0,0,0,0,0,0,0,"26,019",0,0,0,0,"26,019","26,019",0,"26,019",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AR,Stuttgart Solar,Entergy Arkansas Inc,Arkansas,34.439722,-91.44,0,0,0,0,0,0,0,"162,317",0,0,0,0,"162,317","162,317",0,"162,317",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AR,Thomas Fitzhugh,Southwestern Electric Power Co,Franklin,35.462382,-93.804926,0,0,"254,918",0,0,0,0,0,0,0,0,"254,918",0,0,"254,918",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AR,Two Pine Landfill Gas Recovery,Entergy Arkansas Inc,Pulaski,34.8332,-92.157103,0,0,0,0,0,"31,926",0,0,0,0,0,0,"31,926","31,926","31,926",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
AR,UA Central Utility Plant,Southwestern Electric Power Co,Washington,36.066336,-94.172254,0,0,"42,074",0,0,0,0,0,0,0,0,"42,074",0,0,"42,074",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AR,Union Power Station,Entergy Arkansas Inc,Union,33.296146,-92.589364,0,0,"11,267,495",0,0,0,0,0,0,0,0,"11,267,495",0,0,"11,267,495",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AR,Waste Management Eco Vista LFGTE,Arkansas Electric Coop Corp,Washington,36.140849,-94.259713,0,0,0,0,0,"33,504",0,0,0,0,0,0,"33,504","33,504","33,504",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
AR,Westside Wastewater Treatment Plant Hybrid,Ozarks Electric Coop Corp - (AR),Washington,36.04135,-94.140079,0,0,0,0,0,0,0,"3,268",0,0,(109),(109),"3,268","3,268",(109),"3,268",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AR,Whillock,Entergy Arkansas Inc,Conway,35.127591,-92.790273,0,0,0,0,"122,040",0,0,0,0,0,0,0,"122,040",0,0,"122,040",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AR,White Bluff,Entergy Arkansas Inc,Jefferson,34.4228,-92.1406,"6,733,710","9,622",0,0,0,0,0,0,0,0,0,"6,743,332",0,0,"6,743,332",0,99.9%,0.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AR,White River Lock and Dam 1,Southwestern Power Administration,Independence,35.757401,-91.636887,0,0,0,0,"15,727",0,0,0,0,0,0,0,"15,727",0,0,"15,727",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AR,White River Lock and Dam 2,Southwestern Power Administration,Independence,35.744036,-91.765418,0,0,0,0,"15,077",0,0,0,0,0,0,0,"15,077",0,0,"15,077",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AR,White River Lock and Dam 3,Southwestern Power Administration,Stone,35.84361,-91.850521,0,0,0,0,"18,945",0,0,0,0,0,0,0,"18,945",0,0,"18,945",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AZ,Actus Lend Lease DMAFB,Tucson Electric Power Co,Pima,32.1825,-110.863333,0,0,0,0,0,0,0,"3,792",0,0,0,0,"3,792","3,792",0,"3,792",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,AES ES GILBERT,Salt River Project,Maricopa,33.446804,-111.956261,0,0,0,0,0,0,0,0,0,0,"(1,560)","(1,560)",0,0,"(1,560)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Agua Caliente Solar Project,San Diego Gas & Electric Co,Yuma,32.9774,-113.4945,0,0,0,0,0,0,0,"716,167",0,0,0,0,"716,167","716,167",0,"716,167",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Agua Fria Generating Station,Salt River Project,Maricopa,33.5561,-112.2153,0,62,"227,824",0,0,0,0,136,0,0,0,"227,886",136,136,"227,886",136,0.0%,0.0%,99.9%,0.0%,0.0%,0.0%,0.0%,0.1%,0.0%,0.0%,0.0%,99.9%,0.1%,0.1%,99.9%,0.1%
AZ,Amphitheater High School Solar,Tucson Electric Power Co,Pima,32.269,-110.975,0,0,0,0,0,0,0,"2,193",0,0,0,0,"2,193","2,193",0,"2,193",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Apache Solar 1,Arizona Electric Pwr Coop Inc,Cochise,32.068141,-109.890379,0,0,0,0,0,0,0,"52,017",0,0,0,0,"52,017","52,017",0,"52,017",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Apache Station,Arizona Electric Pwr Coop Inc,Cochise,32.0603,-109.8931,"545,362",0,"1,457,456",0,0,0,0,0,0,0,0,"2,002,818",0,0,"2,002,818",0,27.2%,0.0%,72.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,APS Saguaro Power Plant,Arizona Public Service Co,Pinal,32.5517,-111.3,0,0,"118,593",0,0,0,0,0,0,0,0,"118,593",0,0,"118,593",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,APS West Phoenix Power Plant,Arizona Public Service Co,Maricopa,33.4417,-112.1583,0,0,"2,970,148",0,0,0,0,0,0,0,0,"2,970,148",0,0,"2,970,148",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,Arizona State University CHP,Arizona Public Service Co,Maricopa,33.417222,-111.928333,0,0,"39,186",0,0,0,0,0,0,0,0,"39,186",0,0,"39,186",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,Arizona Western College PV,Arizona Public Service Co,Yuma,32.687778,-114.49611,0,0,0,0,0,0,0,"8,165",0,0,0,0,"8,165","8,165",0,"8,165",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Arlington Valley Energy Facility,Salt River Project,Maricopa,33.3417,-112.8897,0,0,"2,928,495",0,0,0,0,0,0,0,0,"2,928,495",0,0,"2,928,495",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,Arlington Valley Solar Energy I,Salt River Project,Maricopa,33.321667,-112.880555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Arlington Valley Solar Energy II,Salt River Project,Maricopa,33.305,-112.833888,0,0,0,0,0,0,0,"348,390",0,0,0,0,"348,390","348,390",0,"348,390",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Arzon Solar UASTP Solar Power Station,Tucson Electric Power Co,Pima,32.108147,-110.824662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Atlas,0,La Paz,33.94345,-113.79165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Avalon Solar,Tucson Electric Power Co,Pima,32.001389,-110.960556,0,0,0,0,0,0,0,"73,955",0,0,0,0,"73,955","73,955",0,"73,955",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Avalon Solar II,Tucson Electric Power Co,Pima,32.000854,-110.958427,0,0,0,0,0,0,0,"42,797",0,0,0,0,"42,797","42,797",0,"42,797",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Avra Valley Solar,Tucson Electric Power Co,Pima,32.371667,-111.282777,0,0,0,0,0,0,0,"68,384",0,0,0,0,"68,384","68,384",0,"68,384",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,AZ State University - Tempe Campus Solar,Arizona Public Service Co,Maricopa,33.424279,-111.92822,0,0,0,0,0,0,0,"8,071",0,0,0,0,"8,071","8,071",0,"8,071",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Badger 1,Arizona Public Service Co,Maricopa,33.498003,-112.813458,0,0,0,0,0,0,0,"38,976",0,0,0,0,"38,976","38,976",0,"38,976",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Black Mountain Generating Station,"UNS Electric, Inc",Mohave,35.0361,-114.1594,0,0,"98,009",0,0,0,0,0,0,0,0,"98,009",0,0,"98,009",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,Black Mountain Solar LLC,"UNS Electric, Inc",Mohave,35.0227,-114.1627,0,0,0,0,0,0,0,"20,828",0,0,0,0,"20,828","20,828",0,"20,828",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Bonnybrooke PV,Salt River Project,Pinal,33.053,-111.34,0,0,0,0,0,0,0,"136,141",0,0,0,0,"136,141","136,141",0,"136,141",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,"Buckeye Generation Center, LLC",Arizona Public Service Co,Maricopa,33.230833,-112.626389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Buckeye Union HS District 201,Arizona Public Service Co,Maricopa,33.419167,-112.576111,0,0,0,0,0,0,0,"7,211",0,0,0,0,"7,211","7,211",0,"7,211",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Canyon Del Oro High School Solar,Tucson Electric Power Co,Pima,32.374,-110.974,0,0,0,0,0,0,0,"2,912",0,0,0,0,"2,912","2,912",0,"2,912",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Childs,0,Yavapai,34.351111,-111.700556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Chino Solar Valley,Arizona Public Service Co,Yavapai,34.71843,-112.42899,0,0,0,0,0,0,0,"44,826",0,0,0,0,"44,826","44,826",0,"44,826",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Cholla,Arizona Public Service Co,Navajo,34.9394,-110.3033,"2,778,636","3,954",191,0,0,0,0,0,0,0,0,"2,782,781",0,0,"2,782,781",0,99.9%,0.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,Cogeneration 1,Tucson Electric Power Co,Pima,32.229922,-110.952797,0,0,"55,890",0,0,0,0,0,0,0,0,"55,890",0,0,"55,890",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,Cogeneration 2,Tucson Electric Power Co,Pima,32.240833,-110.948333,0,0,"41,398",0,0,0,0,0,0,0,0,"41,398",0,0,"41,398",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,Cogenra - TEP,Tucson Electric Power Co,Pima,32.101944,-110.813333,0,0,0,0,0,0,0,"2,094",0,0,0,0,"2,094","2,094",0,"2,094",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,"Concord Blue Eagar, LLC","Navopache Electric Coop, Inc",Apache,34.11494,-109.37503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Coolidge Generating Station,Salt River Project,Pinal,32.917399,-111.503327,0,0,"330,192",0,0,0,0,0,0,0,0,"330,192",0,0,"330,192",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,Copper Crossing Energy Center,Salt River Project,Pinal,33.15512,-111.483636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Coronado Generating Station,Salt River Project,Apache,34.5789,-109.2708,"2,063,039","11,896",0,0,0,0,0,0,0,0,0,"2,074,935",0,0,"2,074,935",0,99.4%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,Cotton Center Solar Hybrid,Arizona Public Service Co,Maricopa,33.034722,-112.661667,0,0,0,0,0,0,0,"39,075",0,0,0,0,"39,075","39,075",0,"39,075",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Crosscut,Salt River Project,Maricopa,33.439375,-111.946052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Davis Dam,WAPA-- Western Area Power Administration,Mohave,35.197044,-114.570669,0,0,0,0,"1,033,569",0,0,0,0,0,0,0,"1,033,569",0,0,"1,033,569",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AZ,Davis Monthan AFB (AZ) West Airfield,Tucson Electric Power Co,Pima,32.17356,-110.899734,0,0,0,0,0,0,0,"30,156",0,0,0,0,"30,156","30,156",0,"30,156",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,De Moss Petrie Generating Station,Tucson Electric Power Co,Pima,32.252273,-110.992148,0,0,"16,300",0,0,0,0,0,0,0,0,"16,300",0,0,"16,300",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,Desert Basin Generating Station,Salt River Project,Pinal,32.9042,-111.7889,0,0,"2,220,079",0,0,0,0,0,0,0,0,"2,220,079",0,0,"2,220,079",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,Desert Star,Arizona Public Service Co,Maricopa,33.145,-112.66,0,0,0,0,0,0,0,"31,006",0,0,0,0,"31,006","31,006",0,"31,006",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Desert Star Hybrid,Arizona Public Service Co,Maricopa,33.145593,-112.659124,0,0,0,0,0,0,0,"31,006",0,0,0,0,"31,006","31,006",0,"31,006",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Dolan Springs,Western Area Power Administration - Rock,Mohave,35.61,-114.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Douglas,Arizona Public Service Co,Cochise,31.364122,-109.5538,0,59,0,0,0,0,0,0,0,0,0,59,0,0,59,0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,Dry Lake Solar,Arizona Public Service Co,Navajo,34.513333,-110.078333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Dry Lake Wind LLC,Salt River Project,Navajo,34.6596,-110.2842,0,0,0,0,0,0,"118,868",0,0,0,0,0,"118,868","118,868",0,"118,868",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,East Line Solar,Salt River Project,Pinal,32.84703,-111.565072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,El Sol BESS,Arizona Public Service Co,Maricopa,33.568,-112.305917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Estrella Mountain PV,Arizona Public Service Co,Maricopa,33.409803,-112.340297,0,0,0,0,0,0,0,"3,722",0,0,0,0,"3,722","3,722",0,"3,722",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,FirstEnergy,0,La Paz,33.935833,-113.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Foothills Solar Plant Hybrid,Arizona Public Service Co,Yuma,32.64856,-114.428741,0,0,0,0,0,0,0,"95,510",0,0,0,0,"95,510","95,510",0,"95,510",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Fort Huachuca Solar PV Project,Tucson Electric Power Co,Cochise,31.555278,-110.35,0,0,0,0,0,0,0,"37,307",0,0,0,0,"37,307","37,307",0,"37,307",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,"Gato Montes Solar, LLC",Tucson Electric Power Co,Pima,32.102778,-110.819722,0,0,0,0,0,0,0,"8,499",0,0,0,0,"8,499","8,499",0,"8,499",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Gila Bend Hybrid,Arizona Public Service Co,Maricopa,32.940833,-112.881389,0,0,0,0,0,0,0,"94,765",0,0,0,0,"94,765","94,765",0,"94,765",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Gila Bend Power Generation Station,Arizona Public Service Co,Maricopa,32.985977,-112.811009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Gila River Power Block 2,Arizona Public Service Co,Maricopa,32.975,-112.694444,0,0,"2,840,032",0,0,0,0,0,0,0,0,"2,840,032",0,0,"2,840,032",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,Gila River Power Station,Arizona Public Service Co,Maricopa,32.975,-112.6944,0,0,"5,761,071",0,0,0,0,0,0,0,0,"5,761,071",0,0,"5,761,071",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,"Gilbert Solar Facility I, LLC",Arizona Public Service Co,Maricopa,33.355862,-111.802355,0,0,0,0,0,0,0,"3,541",0,0,0,0,"3,541","3,541",0,"3,541",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Glen Canyon Dam,WAPA-- Western Area Power Administration,Coconino,36.936614,-111.483872,0,0,0,0,"3,892,305",0,0,0,0,0,0,0,"3,892,305",0,0,"3,892,305",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AZ,Glendale Energy Power Plant,Arizona Public Service Co,Maricopa,33.540324,-112.306361,0,0,0,0,0,"9,396",0,0,0,0,0,0,"9,396","9,396","9,396",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
AZ,Gray Hawk Solar,Tucson Electric Power Co,Mohave,35.3635,-113.8978,0,0,0,0,0,0,0,"139,943",0,0,0,0,"139,943","139,943",0,"139,943",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
AZ,Griffith Energy Project,WAPA-- Western Area Power Administration,Mohave,35.054029,-114.133272,0,0,"2,981,217",0,0,0,0,0,0,0,0,"2,981,217",0,0,"2,981,217",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
AZ,Headgate Rock,Colorado River Indian Irr Proj,La Paz,34.168264,-114.277356,0,0,0,0,"72,438",0,0,0,0,0,0,0,"72,438",0,0,"72,438",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AZ,Hoover Dam (AZ),WAPA-- Western Area Power Administration,Mohave,36.01551,-114.738006,0,0,0,0,"1,156,197",0,0,0,0,0,0,0,"1,156,197",0,0,"1,156,197",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AZ,Horse Mesa,Salt River Project,Maricopa,33.5907,-111.344,0,0,0,0,"41,054",0,0,0,0,0,0,0,"41,054",0,0,"41,054",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
AZ,Hyder II Hybrid,Arizona Public Service Co,Yuma,33.027,-113.3489,0,0,0,0,0,0,0,"36,646",0,0,0,0,"36,646","36,646",0,"36,646",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
